57,Sign formal agreement,41.0,21.0,41.0,23.0,12.0,65.0,59.0,32.0,48.0,62.0,74.0,112.0,72.0,66.0,93.0,210.0,106.0,45.0,13.0,49.0,25.0,227.0,52.0,32.0,38.0,33.0,18.0,43.0,34.0,51.0,80.0,28.0,30.0,34.0,28.0,25.0,22.0,33.0,25.0,5.0,33.0,25.0,33.0,42.0,55.0,48.0,82.0,86.0,66.0,55.0,57.0,51.0,43.0,36.0,25.0,269.0,91.0,70.0,28.0,41.0,69.0,136.0,133.0,72.0,47.0,80.0,22.0,49.0,29.0,41.0,24.0,73.0,30.0,23.0,2.0,11.0
60,"Engage in material cooperation, not specified below",63.0,19.0,22.0,18.0,16.0,20.0,50.0,42.0,128.0,119.0,28.0,49.0,20.0,62.0,56.0,67.0,81.0,25.0,24.0,78.0,29.0,55.0,62.0,70.0,57.0,109.0,62.0,122.0,80.0,38.0,66.0,77.0,80.0,39.0,39.0,44.0,39.0,22.0,26.0,32.0,49.0,42.0,160.0,92.0,30.0,58.0,42.0,35.0,52.0,63.0,34.0,101.0,35.0,52.0,40.0,89.0,96.0,41.0,48.0,89.0,51.0,253.0,463.0,159.0,149.0,124.0,141.0,215.0,97.0,105.0,109.0,89.0,72.0,118.0,147.0,41.0
61,Cooperate economically,20.0,1.0,5.0,4.0,7.0,6.0,5.0,6.0,39.0,14.0,29.0,17.0,24.0,23.0,26.0,28.0,17.0,18.0,12.0,10.0,30.0,27.0,19.0,4.0,9.0,11.0,23.0,18.0,11.0,26.0,19.0,11.0,14.0,16.0,28.0,40.0,8.0,13.0,7.0,9.0,6.0,23.0,38.0,5.0,7.0,13.0,18.0,15.0,34.0,21.0,7.0,10.0,5.0,13.0,16.0,8.0,18.0,41.0,17.0,29.0,19.0,111.0,45.0,23.0,9.0,20.0,18.0,11.0,44.0,24.0,9.0,44.0,16.0,27.0,4.0,4.0
62,Cooperate militarily,2.0,0.0,0.0,2.0,4.0,2.0,7.0,18.0,11.0,3.0,2.0,2.0,14.0,7.0,13.0,22.0,42.0,20.0,15.0,23.0,35.0,12.0,22.0,0.0,2.0,21.0,22.0,47.0,32.0,17.0,4.0,9.0,17.0,0.0,11.0,4.0,7.0,1.0,8.0,7.0,10.0,6.0,38.0,10.0,14.0,3.0,21.0,14.0,8.0,52.0,23.0,45.0,20.0,6.0,32.0,29.0,21.0,13.0,20.0,6.0,26.0,60.0,145.0,17.0,39.0,44.0,41.0,48.0,132.0,35.0,39.0,22.0,24.0,13.0,29.0,5.0
63,Engage in judicial cooperation,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,8.0,7.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,8.0,2.0,0.0,0.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
64,Share intelligence or information,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,2.0,2.0,0.0,2.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,21.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,5.0,7.0,5.0,5.0,1.0,6.0,4.0,4.0,0.0,0.0,3.0,8.0,4.0,1.0,0.0
70,"Provide aid, not specified below",65.0,8.0,11.0,19.0,2.0,13.0,32.0,26.0,60.0,92.0,17.0,46.0,52.0,84.0,59.0,50.0,74.0,20.0,15.0,29.0,55.0,26.0,25.0,50.0,37.0,51.0,23.0,69.0,61.0,44.0,34.0,48.0,16.0,19.0,30.0,15.0,17.0,26.0,18.0,18.0,23.0,25.0,61.0,33.0,24.0,47.0,38.0,17.0,39.0,36.0,57.0,17.0,33.0,14.0,12.0,44.0,52.0,20.0,45.0,68.0,95.0,225.0,445.0,150.0,108.0,92.0,89.0,94.0,95.0,89.0,61.0,103.0,79.0,86.0,52.0,9.0
71,Provide economic aid,50.0,15.0,19.0,20.0,3.0,8.0,26.0,20.0,25.0,18.0,63.0,19.0,9.0,27.0,28.0,44.0,25.0,15.0,15.0,26.0,23.0,15.0,12.0,15.0,19.0,18.0,12.0,49.0,30.0,20.0,20.0,33.0,25.0,12.0,27.0,37.0,31.0,15.0,5.0,11.0,29.0,23.0,22.0,35.0,13.0,32.0,16.0,14.0,23.0,43.0,19.0,25.0,26.0,17.0,17.0,49.0,49.0,12.0,35.0,88.0,89.0,74.0,64.0,50.0,18.0,44.0,57.0,43.0,28.0,23.0,37.0,40.0,26.0,22.0,32.0,10.0
72,Provide military aid,17.0,0.0,0.0,3.0,0.0,20.0,15.0,3.0,21.0,33.0,5.0,4.0,14.0,31.0,12.0,39.0,36.0,13.0,13.0,15.0,10.0,9.0,16.0,23.0,2.0,25.0,29.0,33.0,5.0,9.0,17.0,21.0,21.0,3.0,14.0,2.0,2.0,5.0,3.0,2.0,8.0,3.0,28.0,7.0,9.0,3.0,3.0,2.0,6.0,7.0,2.0,23.0,14.0,6.0,57.0,13.0,10.0,6.0,20.0,66.0,30.0,200.0,190.0,82.0,29.0,73.0,88.0,113.0,168.0,82.0,23.0,43.0,66.0,46.0,59.0,10.0
73,Provide humanitarian aid,19.0,2.0,19.0,9.0,9.0,15.0,7.0,13.0,14.0,15.0,14.0,23.0,15.0,13.0,4.0,18.0,68.0,16.0,41.0,38.0,22.0,32.0,13.0,13.0,25.0,28.0,11.0,17.0,32.0,68.0,27.0,32.0,10.0,10.0,6.0,17.0,18.0,5.0,15.0,8.0,5.0,10.0,46.0,34.0,16.0,30.0,24.0,11.0,13.0,25.0,26.0,42.0,14.0,13.0,7.0,9.0,20.0,111.0,463.0,23.0,27.0,139.0,438.0,191.0,92.0,110.0,128.0,40.0,83.0,58.0,46.0,58.0,51.0,87.0,40.0,3.0
74,Provide military protection or peacekeeping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
75,Grant asylum,14.0,1.0,10.0,5.0,1.0,1.0,2.0,10.0,4.0,17.0,8.0,14.0,8.0,2.0,6.0,0.0,22.0,27.0,27.0,10.0,16.0,3.0,6.0,7.0,2.0,7.0,0.0,13.0,3.0,14.0,2.0,1.0,2.0,5.0,28.0,3.0,0.0,0.0,5.0,1.0,0.0,3.0,3.0,11.0,15.0,16.0,4.0,0.0,5.0,3.0,0.0,2.0,71.0,11.0,0.0,2.0,3.0,12.0,25.0,11.0,29.0,24.0,32.0,15.0,5.0,14.0,18.0,11.0,11.0,25.0,6.0,32.0,16.0,26.0,10.0,0.0
80,"Yield, not specified below ",93.0,5.0,8.0,34.0,38.0,13.0,49.0,36.0,67.0,107.0,18.0,39.0,79.0,76.0,42.0,132.0,142.0,49.0,47.0,89.0,73.0,93.0,53.0,63.0,66.0,50.0,61.0,105.0,114.0,38.0,77.0,71.0,63.0,40.0,41.0,26.0,37.0,15.0,2.0,23.0,17.0,93.0,90.0,33.0,23.0,35.0,25.0,16.0,32.0,34.0,48.0,59.0,26.0,59.0,42.0,78.0,71.0,36.0,132.0,145.0,97.0,766.0,740.0,333.0,202.0,193.0,237.0,214.0,137.0,74.0,93.0,105.0,64.0,153.0,161.0,19.0
81,"Ease administrative sanctions, not specified below",2.0,5.0,0.0,1.0,2.0,2.0,0.0,9.0,5.0,10.0,5.0,7.0,2.0,1.0,5.0,0.0,5.0,3.0,0.0,9.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,5.0,2.0,4.0,5.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,8.0,0.0,4.0,29.0,4.0,0.0,10.0,2.0,0.0,1.0,1.0,7.0,0.0,2.0,8.0,0.0
82,Ease political dissent ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,10.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Accede to requests or demands for political reform not specified below,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
84,"Return, release, not specified below",57.0,28.0,29.0,55.0,45.0,30.0,40.0,42.0,105.0,145.0,71.0,108.0,52.0,61.0,72.0,62.0,28.0,28.0,25.0,22.0,32.0,47.0,45.0,45.0,28.0,51.0,89.0,77.0,28.0,69.0,67.0,34.0,18.0,24.0,38.0,8.0,28.0,31.0,23.0,64.0,46.0,95.0,38.0,75.0,50.0,55.0,74.0,133.0,67.0,70.0,86.0,67.0,37.0,57.0,48.0,33.0,42.0,64.0,199.0,111.0,107.0,103.0,163.0,54.0,106.0,54.0,101.0,170.0,69.0,93.0,59.0,136.0,31.0,106.0,49.0,10.0
85,"Ease economic sanctions, boycott, embargo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,6.0,28.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,15.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0
86,Allow international involvement not specified below,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,12.0,2.0,118.0,287.0,83.0,19.0,50.0,84.0,121.0,104.0,64.0,102.0,64.0,64.0,62.0,47.0,7.0
87,De-escalate military engagement,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,17.0,7.0,3.0,4.0,8.0,4.0,9.0,26.0,7.0,0.0,11.0,14.0,0.0,8.0
90,"Investigate, not specified below",69.0,11.0,84.0,35.0,77.0,24.0,38.0,59.0,289.0,153.0,56.0,47.0,67.0,104.0,60.0,47.0,45.0,43.0,29.0,34.0,33.0,42.0,20.0,35.0,48.0,51.0,42.0,74.0,39.0,83.0,39.0,65.0,52.0,26.0,42.0,56.0,97.0,43.0,6.0,23.0,53.0,68.0,227.0,80.0,51.0,28.0,56.0,38.0,34.0,54.0,79.0,43.0,29.0,19.0,58.0,55.0,54.0,24.0,95.0,116.0,52.0,134.0,241.0,112.0,89.0,76.0,81.0,81.0,106.0,70.0,87.0,88.0,86.0,85.0,59.0,12.0
91,"Investigate crime, corruption",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Investigate human rights abuses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Investigate military action,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,Investigate war crimes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
100,"Demand, not specified below",33.0,2.0,11.0,17.0,25.0,3.0,23.0,33.0,19.0,78.0,29.0,51.0,85.0,145.0,118.0,181.0,77.0,50.0,66.0,75.0,80.0,64.0,55.0,57.0,42.0,56.0,141.0,66.0,47.0,46.0,45.0,66.0,21.0,20.0,79.0,21.0,27.0,39.0,26.0,19.0,8.0,61.0,121.0,42.0,35.0,15.0,29.0,25.0,31.0,23.0,27.0,44.0,38.0,50.0,38.0,79.0,83.0,16.0,54.0,79.0,67.0,338.0,348.0,129.0,81.0,103.0,69.0,55.0,81.0,78.0,116.0,89.0,45.0,48.0,73.0,19.0
101,"Demand information, investigation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
102,Demand policy support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Demand mediation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
110,"Disapprove, not specified below",95.0,6.0,25.0,9.0,11.0,19.0,44.0,37.0,52.0,80.0,60.0,51.0,263.0,407.0,244.0,108.0,133.0,105.0,53.0,106.0,122.0,157.0,61.0,69.0,74.0,71.0,75.0,200.0,70.0,44.0,79.0,162.0,73.0,53.0,44.0,29.0,41.0,36.0,28.0,17.0,24.0,52.0,101.0,75.0,69.0,62.0,91.0,28.0,66.0,28.0,166.0,86.0,37.0,39.0,47.0,216.0,115.0,130.0,88.0,144.0,132.0,412.0,581.0,281.0,192.0,175.0,140.0,103.0,155.0,116.0,131.0,240.0,102.0,102.0,173.0,20.0
111,Criticize or denounce ,54.0,25.0,46.0,41.0,21.0,19.0,63.0,30.0,66.0,84.0,27.0,63.0,305.0,335.0,330.0,194.0,209.0,149.0,126.0,188.0,176.0,121.0,112.0,60.0,91.0,132.0,91.0,103.0,92.0,102.0,76.0,343.0,73.0,64.0,48.0,73.0,82.0,31.0,17.0,45.0,41.0,98.0,201.0,64.0,87.0,67.0,125.0,105.0,76.0,58.0,168.0,148.0,92.0,50.0,120.0,115.0,105.0,132.0,158.0,326.0,271.0,383.0,682.0,226.0,185.0,105.0,169.0,218.0,159.0,81.0,153.0,359.0,90.0,234.0,128.0,15.0
112,"Accuse, not specified below",150.0,33.0,57.0,84.0,31.0,101.0,98.0,89.0,101.0,312.0,48.0,60.0,108.0,439.0,178.0,219.0,193.0,172.0,89.0,170.0,134.0,110.0,117.0,138.0,82.0,154.0,106.0,109.0,170.0,119.0,107.0,149.0,141.0,120.0,109.0,85.0,91.0,65.0,46.0,60.0,40.0,117.0,302.0,90.0,83.0,153.0,94.0,93.0,136.0,77.0,143.0,122.0,99.0,81.0,137.0,264.0,212.0,143.0,227.0,292.0,171.0,710.0,437.0,312.0,162.0,176.0,124.0,129.0,150.0,122.0,248.0,319.0,260.0,192.0,170.0,31.0
113,Rally opposition against,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,6.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
114,Complain officially ,45.0,20.0,17.0,19.0,5.0,15.0,31.0,26.0,27.0,27.0,41.0,21.0,43.0,72.0,39.0,7.0,9.0,53.0,10.0,9.0,19.0,15.0,15.0,22.0,14.0,20.0,2.0,26.0,9.0,16.0,22.0,31.0,13.0,17.0,7.0,20.0,33.0,6.0,9.0,4.0,14.0,7.0,23.0,26.0,28.0,21.0,36.0,14.0,22.0,18.0,33.0,17.0,12.0,11.0,41.0,29.0,29.0,31.0,18.0,35.0,15.0,35.0,82.0,29.0,47.0,8.0,21.0,16.0,39.0,10.0,29.0,67.0,17.0,29.0,23.0,0.0
115,Bring lawsuit against ,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,8.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,14.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
116,Find guilty or liable (legally),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Reject, not specified below",71.0,20.0,17.0,22.0,10.0,51.0,83.0,30.0,65.0,93.0,37.0,89.0,300.0,638.0,513.0,413.0,288.0,174.0,186.0,263.0,199.0,168.0,111.0,114.0,95.0,75.0,131.0,69.0,71.0,41.0,81.0,125.0,66.0,43.0,76.0,51.0,39.0,72.0,20.0,48.0,38.0,94.0,115.0,59.0,82.0,80.0,75.0,71.0,103.0,59.0,57.0,34.0,40.0,46.0,57.0,149.0,211.0,157.0,85.0,230.0,205.0,289.0,444.0,211.0,134.0,96.0,79.0,152.0,111.0,72.0,144.0,132.0,71.0,90.0,89.0,10.0
121,Reject material cooperation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,"Reject request or demand for material aid, not specified below",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,2.0,0.0,6.0,29.0,3.0,2.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0
123,"Reject request or demand for political reform, not specified below",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Refuse to yield, not specified below",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,8.0,2.0,2.0,2.0,1.0,0.0,1.0,8.0,22.0,0.0,4.0,2.0,0.0,5.0,4.0,0.0,1.0,2.0,8.0,1.0,0.0,0.0
125,"Reject proposal to meet, discuss, or negotiate",9.0,6.0,1.0,5.0,0.0,0.0,4.0,30.0,5.0,1.0,3.0,3.0,25.0,33.0,80.0,11.0,34.0,13.0,9.0,2.0,6.0,15.0,0.0,1.0,9.0,11.0,4.0,8.0,6.0,1.0,6.0,11.0,5.0,2.0,1.0,6.0,0.0,8.0,1.0,3.0,1.0,3.0,7.0,6.0,1.0,12.0,0.0,4.0,2.0,4.0,5.0,8.0,2.0,1.0,4.0,9.0,15.0,3.0,0.0,7.0,25.0,16.0,24.0,51.0,21.0,6.0,9.0,33.0,20.0,3.0,41.0,2.0,1.0,4.0,11.0,4.0
126,Reject mediation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
